         12034466 function calls (12015644 primitive calls) in 89.406 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.009    0.004 _base.py:741(_init_axis)
       22    0.000    0.000    0.000    0.000 configurable.py:121(section_names)
       11    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        2    0.000    0.000    0.450    0.225 backend_inline.py:23(show)
       11    0.000    0.000    0.005    0.000 widget.py:396(_default_keys)
       22    0.000    0.000    0.000    0.000 traitlets.py:993(instance_init)
       33    0.000    0.000    0.000    0.000 loader.py:293(__contains__)
       11    0.000    0.000    0.001    0.000 manager.py:44(register_comm)
       32    0.000    0.000    0.000    0.000 transforms.py:803(unit)
        2    0.000    0.000    0.009    0.005 image.py:622(draw)
        1    0.000    0.000    0.051    0.051 notebook.py:210(__init__)
      128    0.000    0.000    0.000    0.000 text.py:235(get_transform_rotates_text)
       21    0.000    0.000    0.000    0.000 dir2.py:54(get_real_method)
       12    0.000    0.000    0.004    0.000 axis.py:236(set_clip_path)
       90    0.000    0.000    0.000    0.000 artist.py:716(get_path_effects)
       17    0.000    0.000    0.000    0.000 markers.py:696(_set_tickup)
        1    0.000    0.000    0.001    0.001 _base.py:2274(add_line)
       24    0.000    0.000    0.001    0.000 axis.py:497(_get_text1_transform)
       18    0.000    0.000    0.000    0.000 traitlets.py:1389(_register_validator)
        8    0.000    0.000    0.000    0.000 spines.py:294(set_position)
       12    0.000    0.000    0.000    0.000 patches.py:418(set_linestyle)
       88    0.000    0.000    0.000    0.000 axis.py:1292(<listcomp>)
        4    0.000    0.000    0.108    0.027 backend_agg.py:490(print_png)
        8    0.000    0.000    0.002    0.000 spines.py:423(linear_spine)
       11    0.000    0.000    0.000    0.000 comm.py:26(_default_comm_id)
       26    0.000    0.000    0.000    0.000 patches.py:346(set_edgecolor)
       22    0.000    0.000    0.000    0.000 patches.py:398(set_linewidth)
        4    0.000    0.000    0.002    0.001 _base.py:3349(tick_params)
        2    0.000    0.000    0.000    0.000 _base.py:803(_set_lim_and_transforms)
      124    0.000    0.000    0.000    0.000 markers.py:371(_set_nothing)
     12/8    0.000    0.000    0.022    0.003 axis.py:581(__get__)
    31/23    0.000    0.000    0.018    0.001 deprecation.py:291(wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:533(__exit__)
      140    0.000    0.000    0.000    0.000 axis.py:357(<genexpr>)
      147    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       84    0.000    0.000    0.000    0.000 spines.py:197(get_path)
        2    0.000    0.000    0.004    0.002 axis.py:2013(__init__)
       12    0.000    0.000    0.000    0.000 traitlets.py:1180(hold)
    23/19    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        6    0.000    0.000    0.108    0.018 deprecation.py:381(wrapper)
       46    0.000    0.000    0.000    0.000 backend_bases.py:997(get_hatch_path)
      210    0.000    0.000    0.000    0.000 backend_bases.py:723(<lambda>)
        4    0.000    0.000    0.001    0.000 backend_agg.py:441(get_renderer)
        6    0.000    0.000    0.000    0.000 colors.py:1180(process_value)
       28    0.000    0.000    0.000    0.000 text.py:365(<listcomp>)
        7    0.000    0.000    0.029    0.004 trait_types.py:167(make_dynamic_default)
        2    0.000    0.000    0.000    0.000 backend_bases.py:722(<dictcomp>)
        3    0.000    0.000    0.004    0.001 zmqshell.py:70(_flush_streams)
        2    0.000    0.000    0.000    0.000 figure.py:186(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:869(update_from_path)
       64    0.000    0.000    0.000    0.000 text.py:218(_get_multialignment)
        2    0.000    0.000    0.000    0.000 __init__.py:250(disconnect)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       16    0.000    0.000    0.000    0.000 _collections_abc.py:836(values)
       67    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        1    0.000    0.000    0.001    0.001 _axes.py:5279(imshow)
       32    0.000    0.000    0.000    0.000 widget.py:450(model_id)
        6    0.000    0.000    0.000    0.000 figure.py:2468(set_constrained_layout_pads)
        2    0.000    0.000    0.002    0.001 pyplot.py:665(figure)
        3    0.000    0.000    0.005    0.002 display_functions.py:45(publish_display_data)
        8    0.000    0.000    0.000    0.000 transforms.py:1735(_set)
       20    0.000    0.000    0.000    0.000 patches.py:477(set_capstyle)
        6    0.000    0.000    0.000    0.000 _base.py:4534(get_default_bbox_extra_artists)
       86    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        6    0.000    0.000    0.000    0.000 arraysetops.py:640(isin)
       64    0.000    0.000    0.000    0.000 backend_agg.py:295(get_canvas_width_height)
      128    0.000    0.000    0.000    0.000 text.py:1295(get_parse_math)
       16    0.000    0.000    0.000    0.000 transforms.py:1850(is_separable)
       32    0.000    0.000    0.001    0.000 axis.py:1567(set_major_formatter)
        2    0.000    0.000    0.001    0.000 backend_bases.py:1519(_get_renderer)
       36    0.000    0.000    0.000    0.000 text.py:368(<listcomp>)
        4    0.000    0.000    0.011    0.003 axis.py:934(set_clip_path)
        2    0.000    0.000    0.002    0.001 axis.py:2279(__init__)
        3    0.000    0.000    0.000    0.000 _base.py:1493(_set_title_offset_trans)
       48    0.000    0.000    0.000    0.000 axis.py:1944(<genexpr>)
       11    0.000    0.000    0.000    0.000 comm.py:19(_default_kernel)
      160    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:2776(__init__)
       17    0.000    0.000    0.001    0.000 axis.py:439(_get_text2_transform)
        2    0.000    0.000    0.011    0.006 Image.py:2130(save)
       64    0.000    0.000    0.000    0.000 text.py:256(get_rotation_mode)
       17    0.000    0.000    0.001    0.000 axis.py:436(_get_text1_transform)
        6    0.000    0.000    0.000    0.000 __init__.py:598(push)
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       96    0.000    0.000    0.000    0.000 text.py:543(set_wrap)
       64    0.000    0.000    0.000    0.000 axis.py:687(isDefault_majloc)
        4    0.000    0.000    0.001    0.000 patches.py:708(__init__)
    41/37    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.001    0.000 inspect.py:3174(bind)
       26    0.000    0.000    0.000    0.000 artist.py:618(get_snap)
       20    0.000    0.000    0.000    0.000 __init__.py:1661(safe_first_element)
       92    0.000    0.000    0.000    0.000 backend_bases.py:970(set_url)
        2    0.000    0.000    0.009    0.005 image.py:947(make_image)
       24    0.000    0.000    0.000    0.000 transforms.py:398(extents)
        2    0.000    0.000    0.000    0.000 gridspec.py:335(__init__)
       12    0.000    0.000    0.000    0.000 arraysetops.py:138(unique)
        1    0.000    0.000    0.002    0.002 _axes.py:1388(plot)
       24    0.000    0.000    0.000    0.000 core.py:582(filled)
        2    0.000    0.000    0.002    0.001 backend_bases.py:3487(new_figure_manager)
        2    0.000    0.000    0.000    0.000 copy.py:259(_reconstruct)
     11/8    0.000    0.000    0.000    0.000 widget.py:31(_widget_to_json)
       16    0.000    0.000    0.000    0.000 transforms.py:2327(blended_transform_factory)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:95(get_all_fig_managers)
        2    0.000    0.000    0.000    0.000 _base.py:751(set_figure)
        6    0.000    0.000    0.000    0.000 figure.py:2438(set_constrained_layout)
        4    0.000    0.000    0.000    0.000 _base.py:1082(set_axes_locator)
        8    0.000    0.000    0.000    0.000 _base.py:1099(_set_artist_props)
        4    0.000    0.000    0.000    0.000 _base.py:4672(<listcomp>)
        2    0.000    0.000    0.001    0.000 gridspec.py:668(get_position)
        1    0.000    0.000    0.026    0.026 pyplot.py:2634(imshow)
       14    0.000    0.000    0.000    0.000 patches.py:735(get_path)
       64    0.000    0.000    0.000    0.000 axis.py:695(isDefault_majfmt)
       21    0.000    0.000    0.000    0.000 traitlets.py:2510(validate_elements)
       43    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        2    0.000    0.000    0.000    0.000 formatters.py:694(__call__)
        8    0.000    0.000    0.000    0.000 core.py:3213(__getitem__)
       16    0.000    0.000    0.000    0.000 figure.py:2369(axes)
       48    0.000    0.000    0.000    0.000 axis.py:1950(<genexpr>)
       20    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       82    0.000    0.000    0.000    0.000 markers.py:259(get_fillstyle)
       32    0.000    0.000    0.000    0.000 _base.py:3006(<genexpr>)
       26    0.000    0.000    0.000    0.000 transforms.py:2656(get_matrix)
        6    0.000    0.000    0.002    0.000 pyplot.py:833(gcf)
       26    0.000    0.000    0.000    0.000 backend_bases.py:891(set_capstyle)
       10    0.000    0.000    0.000    0.000 axis.py:1437(update_units)
       18    0.000    0.000    0.000    0.000 traitlets.py:1002(instance_init)
        6    0.000    0.000    0.000    0.000 figure.py:293(get_children)
        3    0.000    0.000    0.004    0.001 formatters.py:906(__call__)
       26    0.000    0.000    0.000    0.000 backend_bases.py:955(set_joinstyle)
       11    0.000    0.000    0.000    0.000 widget.py:398(<listcomp>)
       19    0.000    0.000    0.000    0.000 configurable.py:510(instance)
       66    0.000    0.000    0.000    0.000 artist.py:821(get_alpha)
        5    0.000    0.000    0.000    0.000 artist.py:1076(set_label)
        3    0.000    0.000    0.000    0.000 cm.py:555(norm)
        6    0.000    0.000    0.000    0.000 _base.py:3568(get_xlim)
       66    0.000    0.000    0.000    0.000 artist.py:847(get_clip_on)
        4    0.000    0.000    0.018    0.004 _base.py:3186(grid)
       46    0.000    0.000    0.000    0.000 backend_bases.py:1012(get_hatch_linewidth)
       11    0.000    0.000    0.000    0.000 uuid.py:333(hex)
       18    0.000    0.000    0.000    0.000 colors.py:96(_sanitize_extrema)
    12/10    0.000    0.000    0.001    0.000 _base.py:1003(get_position)
       12    0.000    0.000    0.000    0.000 patches.py:455(set_fill)
       12    0.000    0.000    0.000    0.000 patches.py:511(set_hatch)
        4    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:2795(notify_axes_change)
        1    0.000    0.000    0.001    0.001 _base.py:2801(autoscale_view)
        2    0.000    0.000    0.000    0.000 figure.py:776(_add_axes_internal)
       26    0.000    0.000    0.000    0.000 patches.py:364(set_facecolor)
       11    0.000    0.000    0.000    0.000 comm.py:38(_default_topic)
        2    0.000    0.000    0.000    0.000 __init__.py:1683(sanitize_sequence)
        2    0.000    0.000    0.000    0.000 figure.py:2894(<lambda>)
        2    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.001    0.000 _pylab_helpers.py:78(destroy_all)
       37    0.000    0.000    0.000    0.000 core.py:3421(shape)
       32    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 gridspec.py:435(<dictcomp>)
       32    0.000    0.000    0.000    0.000 axis.py:1593(set_minor_formatter)
        2    0.000    0.000    0.000    0.000 pretty.py:372(pretty)
        2    0.000    0.000    0.000    0.000 function_base.py:1701(extract)
       64    0.000    0.000    0.000    0.000 axis.py:711(isDefault_minfmt)
       88    0.000    0.000    0.000    0.000 ticker.py:1746(tick_values)
       40    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      108    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
       12    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
      4/2    0.000    0.000    0.053    0.026 deprecation.py:445(wrapper)
       11    0.000    0.000    0.000    0.000 traitlets.py:1357(unobserve)
        2    0.000    0.000    0.000    0.000 core.py:3067(__array_wrap__)
        8    0.000    0.000    0.000    0.000 core.py:6549(array)
       12    0.000    0.000    0.000    0.000 _base.py:74(wrapper)
      130    0.000    0.000    0.000    0.000 inspect.py:2680(name)
        1    0.000    0.000    0.000    0.000 image.py:913(__init__)
       12    0.000    0.000    0.000    0.000 traitlets.py:1431(set_trait)
       75    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       25    0.000    0.000    0.000    0.000 pretty.py:321(_get_mro)
       26    0.000    0.000    0.000    0.000 backend_bases.py:886(set_antialiased)
       66    0.000    0.000    0.000    0.000 artist.py:855(get_clip_path)
       64    0.000    0.000    0.000    0.000 axis.py:703(isDefault_minloc)
       22    0.000    0.000    0.000    0.000 traitlets.py:2257(validate)
       80    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.052    0.026 figure.py:646(add_subplot)
       32    0.000    0.000    0.000    0.000 ticker.py:480(set_useOffset)
       51    0.000    0.000    0.000    0.000 transforms.py:2126(get_matrix)
       52    0.000    0.000    0.000    0.000 artist.py:836(get_in_layout)
        7    0.000    0.000    0.000    0.000 trait_types.py:161(validate)
       11    0.000    0.000    0.000    0.000 traitlets.py:1281(_remove_notifiers)
      4/1    0.000    0.000    0.001    0.001 widget.py:695(_handle_displayed)
        2    0.000    0.000    0.000    0.000 __init__.py:232(_remove_proxy)
        1    0.000    0.000    0.001    0.001 _base.py:406(_plot_args)
       66    0.000    0.000    0.000    0.000 artist.py:851(get_clip_box)
        4    0.000    0.000    0.000    0.000 _base.py:991(_update_transScale)
       10    0.000    0.000    0.000    0.000 _base.py:1579(get_aspect)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1775(draw_event)
        8    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_active)
        2    0.000    0.000    0.000    0.000 ticker.py:2133(view_limits)
       14    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
       34    0.000    0.000    0.000    0.000 __init__.py:115(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
        4    0.000    0.000    0.000    0.000 traitlets.py:2338(validate)
        2    0.000    0.000    0.051    0.026 _subplots.py:14(__init__)
       64    0.000    0.000    0.000    0.000 text.py:741(get_color)
       92    0.000    0.000    0.000    0.000 backend_bases.py:776(restore)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        6    0.000    0.000    0.053    0.009 pyplot.py:2260(gca)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
       46    0.000    0.000    0.000    0.000 backend_bases.py:803(get_clip_path)
        2    0.000    0.000    0.000    0.000 core.py:5660(min)
        2    0.000    0.000    0.000    0.000 transforms.py:632(padded)
       30    0.000    0.000    0.000    0.000 figure.py:69(<listcomp>)
       10    0.000    0.000    0.002    0.000 _base.py:1141(<genexpr>)
       29    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 loader.py:238(_ensure_subconfig)
        2    0.000    0.000    0.000    0.000 figure.py:121(__init__)
        4    0.000    0.000    0.000    0.000 backend_agg.py:109(_update_methods)
       64    0.000    0.000    0.000    0.000 text.py:539(get_wrap)
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        6    0.000    0.000    0.000    0.000 figure.py:2412(set_tight_layout)
        6    0.000    0.000    0.000    0.000 _base.py:3916(get_ylim)
       20    0.000    0.000    0.000    0.000 PngImagePlugin.py:137(_crc32)
        4    0.000    0.000    0.000    0.000 backend_bases.py:170(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 threading.py:538(__init__)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unique)
        2    0.000    0.000    0.003    0.001 cm.py:389(to_rgba)
        4    0.000    0.000    0.000    0.000 transforms.py:1001(intervalx)
        4    0.000    0.000    0.000    0.000 patches.py:821(set_bounds)
        1    0.000    0.000    0.000    0.000 _base.py:2302(_update_line_limits)
       39    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        4    0.000    0.000    0.000    0.000 transforms.py:1006(intervaly)
       34    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        9    0.000    0.000    0.000    0.000 text.py:524(set_clip_box)
       28    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
        2    0.000    0.000    0.000    0.000 backend_inline.py:59(draw_if_interactive)
       12    0.000    0.000    0.000    0.000 patches.py:494(set_joinstyle)
        6    0.000    0.000    0.052    0.009 figure.py:1487(gca)
        8    0.000    0.000    0.000    0.000 axis.py:771(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 Image.py:2711(frombuffer)
       26    0.000    0.000    0.000    0.000 backend_bases.py:966(set_linewidth)
        2    0.000    0.000    0.000    0.000 figure.py:2750(clf)
        2    0.000    0.000    0.000    0.000 Image.py:2634(new)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(intersect1d)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:901(__iter__)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
       15    0.000    0.000    0.000    0.000 configurable.py:554(initialized)
        2    0.000    0.000    0.000    0.000 figure.py:1590(get_default_bbox_extra_artists)
       11    0.000    0.000    0.000    0.000 comm.py:137(on_msg)
       14    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        6    0.000    0.000    0.000    0.000 _base.py:3520(get_xbound)
        1    0.000    0.000    0.000    0.000 std.py:560(__new__)
        1    0.000    0.000    0.000    0.000 image.py:963(set_extent)
       28    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       82    0.000    0.000    0.000    0.000 backend_bases.py:177(open_group)
       23    0.000    0.000    0.000    0.000 formatters.py:357(_check_return)
        2    0.000    0.000    0.002    0.001 _base.py:1126(_gen_axes_spines)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       66    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       23    0.000    0.000    0.000    0.000 formatters.py:272(_get_type)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 transforms.py:2431(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 _base.py:3150(set_axisbelow)
       10    0.000    0.000    0.000    0.000 ticker.py:1640(nonsingular)
       64    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
       41    0.000    0.000    0.000    0.000 axis.py:148(<dictcomp>)
        8    0.000    0.000    0.003    0.000 spines.py:206(register_axis)
        2    0.000    0.000    0.000    0.000 gridspec.py:569(_from_subplot_args)
       45    0.000    0.000    0.000    0.000 transforms.py:1019(minpos)
        2    0.000    0.000    0.000    0.000 pretty.py:201(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:559(set_useMathText)
       46    0.000    0.000    0.000    0.000 backend_bases.py:818(get_dashes)
        3    0.000    0.000    0.000    0.000 cm.py:342(__init__)
       29    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
       18    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       47    0.000    0.000    0.000    0.000 fromnumeric.py:2263(_any_dispatcher)
        3    0.000    0.000    0.000    0.000 cm.py:259(get_cmap)
        2    0.000    0.000    0.000    0.000 pretty.py:775(_repr_pprint)
        4    0.000    0.000    0.000    0.000 transforms.py:1752(set)
        1    0.000    0.000    0.000    0.000 _axes.py:93(set_title)
        4    0.000    0.000    0.000    0.000 _base.py:236(set_prop_cycle)
       18    0.000    0.000    0.000    0.000 core.py:3637(_get_data)
       82    0.000    0.000    0.000    0.000 backend_bases.py:184(close_group)
        2    0.000    0.000    0.000    0.000 __init__.py:628(bubble)
       42    0.000    0.000    0.000    0.000 __init__.py:1619(<lambda>)
       16    0.000    0.000    0.000    0.000 spines.py:585(__len__)
        4    0.000    0.000    0.000    0.000 Image.py:533(_new)
       40    0.000    0.000    0.000    0.000 function_base.py:1160(_diff_dispatcher)
        2    0.000    0.000    0.001    0.001 _subplots.py:58(set_subplotspec)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        6    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        3    0.000    0.000    0.000    0.000 traitlets.py:2964(validate)
        2    0.000    0.000    0.000    0.000 gridspec.py:419(get_subplot_params)
        8    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       60    0.000    0.000    0.000    0.000 ticker.py:265(_set_locator)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3496(new_figure_manager_given_figure)
        1    0.000    0.000    0.004    0.004 widget.py:709(_ipython_display_)
       32    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
        4    0.000    0.000    0.248    0.062 artist.py:71(draw_wrapper)
        4    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
        2    0.000    0.000    0.000    0.000 gridspec.py:206(_check_gridspec_exists)
        1    0.000    0.000    0.000    0.000 core.py:2334(masked_invalid)
        3    0.000    0.000    0.000    0.000 cm.py:501(set_clim)
        6    0.000    0.000    0.001    0.000 contextlib.py:482(enter_context)
        1    0.000    0.000    0.001    0.001 widget_box.py:67(_fire_children_displayed)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(in1d)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:311(add_text)
        8    0.000    0.000    0.002    0.000 spines.py:219(clear)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.002    0.001 pyplot.py:303(new_figure_manager)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
      4/1    0.000    0.000    0.001    0.001 widget.py:181(__call__)
        1    0.000    0.000    0.051    0.051 notebook.py:317(tnrange)
       32    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       42    0.000    0.000    0.000    0.000 stride_tricks.py:474(_broadcast_arrays_dispatcher)
        5    0.000    0.000    0.000    0.000 colors.py:1278(autoscale_None)
        3    0.000    0.000    0.000    0.000 colors.py:1113(__init__)
       34    0.000    0.000    0.000    0.000 cm.py:551(norm)
       42    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:110(_set_new_active_manager)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:857(__len__)
        6    0.000    0.000    0.000    0.000 contextlib.py:509(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 image.py:233(__init__)
       46    0.000    0.000    0.000    0.000 backend_bases.py:1004(get_hatch_color)
        8    0.000    0.000    0.000    0.000 mathtext.py:406(__init__)
       10    0.000    0.000    0.000    0.000 axis.py:1352(get_major_locator)
        4    0.000    0.000    0.000    0.000 figure.py:61(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:2147(__repr__)
        2    0.000    0.000    0.000    0.000 _base.py:1735(set_box_aspect)
        1    0.000    0.000    0.030    0.030 pyplot.py:2755(plot)
        6    0.000    0.000    0.000    0.000 pretty.py:495(enq)
       12    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 core.py:5794(max)
        2    0.000    0.000    0.000    0.000 Image.py:409(_getencoder)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2389(mpl_connect)
       14    0.000    0.000    0.000    0.000 patches.py:318(set_antialiased)
        2    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
       12    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
        2    0.000    0.000    0.001    0.000 _base.py:242(__call__)
        8    0.000    0.000    0.000    0.000 axis.py:1015(_set_artist_props)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isin)
        4    0.000    0.000    0.000    0.000 Image.py:788(load)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1255(__init__)
        9    0.000    0.000    0.000    0.000 artist.py:747(set_clip_box)
        4    0.000    0.000    0.000    0.000 transforms.py:1710(__init__)
        4    0.000    0.000    0.000    0.000 pyplot.py:294(_warn_if_gui_out_of_main_thread)
        2    0.000    0.000    0.000    0.000 spines.py:539(from_dict)
        8    0.000    0.000    0.000    0.000 axis.py:541(__init__)
        1    0.000    0.000    0.011    0.011 widget_float.py:23(__init__)
       37    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       21    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        2    0.000    0.000    0.000    0.000 notebook.py:205(colour)
       37    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 __init__.py:269(wrapper)
        2    0.000    0.000    0.000    0.000 backend_bases.py:714(_draw_disabled)
      7/6    0.000    0.000    0.000    0.000 transforms.py:2395(__eq__)
        1    0.000    0.000    0.000    0.000 lines.py:619(get_window_extent)
       46    0.000    0.000    0.000    0.000 backend_bases.py:993(get_hatch)
        4    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        6    0.000    0.000    0.000    0.000 Image.py:497(__init__)
       14    0.000    0.000    0.000    0.000 path.py:723(unit_rectangle)
        2    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:854(__init__)
        4    0.000    0.000    0.000    0.000 pretty.py:280(begin_group)
        4    0.000    0.000    0.000    0.000 transforms.py:1719(_init)
       32    0.000    0.000    0.000    0.000 scale.py:97(__init__)
       32    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        9    0.000    0.000    0.000    0.000 text.py:517(_update_clip_properties)
       11    0.000    0.000    0.000    0.000 traitlets.py:2143(validate)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
       46    0.000    0.000    0.000    0.000 backend_bases.py:858(get_snap)
        1    0.000    0.000    0.000    0.000 image.py:690(set_data)
        1    0.000    0.000    0.000    0.000 _base.py:347(_makeline)
       28    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
       24    0.000    0.000    0.000    0.000 axis.py:1512(set_units)
       13    0.000    0.000    0.000    0.000 transforms.py:1787(__array__)
       26    0.000    0.000    0.000    0.000 artist.py:657(get_sketch_params)
       14    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        8    0.000    0.000    0.000    0.000 __init__.py:623(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:1626(index_of)
       11    0.000    0.000    0.000    0.000 widget.py:314(_call_widget_constructed)
        2    0.000    0.000    0.000    0.000 numeric.py:218(ones_like)
       28    0.000    0.000    0.000    0.000 axis.py:387(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1715(<lambda>)
        2    0.000    0.000    0.000    0.000 Image.py:589(_copy)
        4    0.000    0.000    0.000    0.000 _base.py:2417(_unit_change_handler)
        5    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:106(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:820(__contains__)
       26    0.000    0.000    0.000    0.000 backend_bases.py:978(set_snap)
        1    0.000    0.000    0.000    0.000 _base.py:2257(add_image)
        1    0.000    0.000    0.000    0.000 notebook.py:87(__repr__)
       46    0.000    0.000    0.000    0.000 backend_bases.py:1016(get_sketch_params)
        2    0.000    0.000    0.000    0.000 ntpath.py:203(splitext)
        4    0.000    0.000    0.000    0.000 transforms.py:2194(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2444(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 _base.py:2851(<listcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:374(<dictcomp>)
        4    0.000    0.000    0.000    0.000 pretty.py:304(end_group)
